time,label,name,painter,pigment,tag,attribute,img_src
後期印象主義,Cezanne137,藝術家舅父 Dominique Aubert. the Artist ’s Uncle,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#藝術家舅父#Dominique#Aubert.#the#Artist#Uncle#Cezanne137,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne137.webp
印象主義,Manet062,苦艾酒 The Absinthe Drinker,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#苦艾酒#The#Absinthe#Drinker#Manet062,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet062.webp
矯飾主義,Bronzino021,羅多維科肖像 Lodovico Capponi,布隆津諾 Agnolo Bronzino,油墨．畫板 Oil on board,#羅多維科肖像#Lodovico#Capponi#Bronzino021,男子,https://www.ss.net.tw/images/product_images/popup_images/Bronzino021.webp
寫實主義,Eakins027,唱歌的牛仔 Cowboy Singing,埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#唱歌的牛仔#Cowboy#Singing#Eakins027,男子,https://www.ss.net.tw/images/product_images/popup_images/Eakins027.webp
印象主義,Pissarro060,園丁 The Gardener - Old Peasant with Cabbage,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#The#Gardener#Old#Peasant#with#Cabbage#Pissarro060,男子,https://www.ss.net.tw/images/product_images/popup_images/Pissarro060.webp
洛可可藝術,Hogarth041,約翰．帕爾默律師 John Palmer. Barrister of the Inner Temple,霍加斯 William Hogarth,油彩．畫布 Oil on Canvas,#約翰．帕爾默律師#John#Palmer.#Barrister#the#Inner#Temple#Hogarth041,男子,https://www.ss.net.tw/images/product_images/popup_images/Hogarth041.webp
洛可可藝術,Reynolds007,亨利．福克斯肖像 Henry Fox. 1st Baron Holland,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#亨利．福克斯肖像#Henry#Fox.#1st#Baron#Holland#Reynolds007,男子,https://www.ss.net.tw/images/product_images/popup_images/Reynolds007.webp
表現主義,Modigliani013,保羅．紀庸畫像 Paul Guillaume. Novo Pilota,蒙地利亞尼 Amedeo Modigliani,油彩．畫布 Oil on Canvas,#保羅．紀庸畫像#Paul#Guillaume.#Novo#Pilota#Modigliani013,男子,https://www.ss.net.tw/images/product_images/popup_images/Modigliani013.webp
後期印象主義,Cezanne049,自畫像 Self - Portrait,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Cezanne049,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne049.webp
巴洛克藝術,Rembrandt078,一個灰白頭髮的人肖像 Portrait of a white - haired man,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#一個灰白頭髮的人肖像#Portrait#white#haired#man#Rembrandt078,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt078.webp
巴洛克藝術,Rubens177,自畫像 Self - portrait,魯本斯 Peter Paul Rubens,油彩．木板 Oil on wood,#自畫像#Self#portrait#Rubens177,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens177.webp
巴洛克藝術,Rembrandt127,學者 A Scholar Seated at a Desk,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#Scholar#Seated#Desk#Rembrandt127,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt127.webp
矯飾主義,Tintoretto027,年輕男子畫像 Portrait of a Young Man,丁托列多 Tintoretto,油彩．畫布 Oil on Canvas,#年輕男子畫像#Portrait#Young#Man#Tintoretto027,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto027.webp
後期印象主義,Gauguin101,自畫像 Self-Portrait,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Gauguin101,男子,https://www.ss.net.tw/images/product_images/popup_images/Gauguin101.webp
洛可可藝術,Greuze026,自畫像 Self portrait,格樂茲 Jean Baptiste Greuze,粉臘．紙 pastel on paper,#自畫像#Self#portrait#Greuze026,男子,https://www.ss.net.tw/images/product_images/popup_images/Greuze026.webp
巴洛克藝術,Hals002,一個男人的肖像 Portrait of a Man,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#一個男人的肖像#Portrait#Man#Hals002,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals002.webp
浪漫主義,Delacroix009,研習坐著和站著的兩個印度人 Two Studies of an Indian from Calcutta. Seated and Standing,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#研習坐著和站著的兩個印度人#Two#Studies#Indian#from#Calcutta.#Seated#and#Standing#Delacroix009,男子,https://www.ss.net.tw/images/product_images/popup_images/Delacroix009.webp
巴洛克藝術,Steen001,自畫像 Self Portrait,史坦 Jan Steen,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Steen001,男子,https://www.ss.net.tw/images/product_images/popup_images/Steen001.webp
後期印象主義,Cezanne099,安布魯瓦茲肖像 Ambroise Vollard,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#安布魯瓦茲肖像#Ambroise#Vollard#Cezanne099,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne099.webp
洛可可藝術,Hogarth010,威廉．菲茨赫伯特 William Fitz Herbert,霍加斯 William Hogarth,油彩．畫布 Oil on Canvas,#威廉．菲茨赫伯特#William#Fitz#Herbert#Hogarth010,男子,https://www.ss.net.tw/images/product_images/popup_images/Hogarth010.webp
後期印象主義,ToulouseL032,紅磨坊內的英國人 The Englishman at the Moulin Rouge,羅德列克 Henri de Toulouse Lautrec,油彩．紙板 Oil on cardboard,#紅磨坊內的英國人#The#Englishman#the#Moulin#Rouge#ToulouseL032,男子,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL032.webp
印象主義,Degas113,藝術家父親傾聽吉他演奏 Lorenzo Pagans and Auguste de Gas,竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#藝術家父親傾聽吉他演奏#Lorenzo#Pagans#and#Auguste#Gas#Degas113,男子,https://www.ss.net.tw/images/product_images/popup_images/Degas113.webp
巴洛克藝術,Rembrandt080,年輕男子肖像 Portrait of a Young Man,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．木板 Oil on wood,#年輕男子肖像#Portrait#Young#Man#Rembrandt080,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt080.webp
印象主義,Degas152,畫商 The Collector of Prints,竇加 Edgar Degas,油彩．畫布 Oil on Canvas,#The#Collector#Prints#Degas152,男子,https://www.ss.net.tw/images/product_images/popup_images/Degas152.webp
巴洛克藝術,Rembrandt095,十字軍 The Crusader,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#十字軍#The#Crusader#Rembrandt095,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt095.webp
後期印象主義,Gauguin005,與調色板的自畫像 Selbstbildnis mit Palette,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#與調色板的自畫像#Selbstbildnis#mit#Palette#Gauguin005,男子,https://www.ss.net.tw/images/product_images/popup_images/Gauguin005.webp
洛可可藝術,Chardin030,戴遮陽帽的自畫像 Self - Portrait with a Visor,夏丹 Jean Baptiste Simeon Chardin,紙．畫布．蠟筆 Pastel on blue laid paper. mounted on canvas,#戴遮陽帽的自畫像#Self#Portrait#with#Visor#Chardin030,男子,https://www.ss.net.tw/images/product_images/popup_images/Chardin030.webp
洛可可藝術,Gainsborough061,查理斯盧梭賓尼 Charles Rousseau Burney,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#查理斯盧梭賓尼#Charles#Rousseau#Burney#Gainsborough061,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough061.webp
印象主義,Manet126,自畫像 Self-Portrait,馬奈 Edouard Manet,粉彩．畫布 pastel on canvas,#自畫像#Self#Portrait#Manet126,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet126.webp
洛可可藝術,Tiepolo013,馬背上的獵人 Hunter on Horseback,提也波洛 Giovanni Battista Tiepolo,油彩．畫布 Oil on Canvas,#馬背上的獵人#Hunter#Horseback#Tiepolo013,男子,https://www.ss.net.tw/images/product_images/popup_images/Tiepolo013.webp
新古典主義,David021,蒂雷納子爵肖像 Portrait of the Comte de Turenne,達維 Jacques Louis David,油彩．木板 Oil on wood,#蒂雷納子爵肖像#Portrait#the#Comte#Turenne#David021,男子,https://www.ss.net.tw/images/product_images/popup_images/David021.webp
印象主義,Manet095,與調色板的自畫像 Self Portrait with a Palette,馬奈 Edouard Manet,油彩．織布 oil on fabric,#與調色板的自畫像#Self#Portrait#with#Palette#Manet095,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet095.webp
印象主義,Renoir197,阿爾弗雷德．貝拉爾和他的狗 Alfred berard and his dog,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#阿爾弗雷德．貝拉爾和他的狗#Alfred#berard#and#his#dog#Renoir197,男子,https://www.ss.net.tw/images/product_images/popup_images/Renoir197.webp
巴洛克藝術,Rubens141,兩頭像之研習 Study of Two Heads,魯本斯 Peter Paul Rubens,油彩．木板 Oil on wood,#兩頭像之研習#Study#Two#Heads#Rubens141,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens141.webp
巴洛克藝術,Rubens147,卡斯帕．奇歐皮厄斯肖像 Portrait of Kaspar Scioppius,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#卡斯帕．奇歐皮厄斯肖像#Portrait#Kaspar#Scioppius#Rubens147,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens147.webp
印象主義,Manet087,喬治．摩爾在藝術家的花園 George Moore in the Artist’s Garden,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#喬治．摩爾在藝術家的花園#George#Moore#the#Artist’s#Garden#Manet087,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet087.webp
洛可可藝術,Greuze009,吉他手 The Guitarist,格樂茲 Jean Baptiste Greuze,油彩．畫布 Oil on Canvas,#吉他手#The#Guitarist#Greuze009,男子,https://www.ss.net.tw/images/product_images/popup_images/3412_01608112691.webp
後期印象主義,Gauguin148,大提琴手謝內克魯德 The Violoncellist Schneklud,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#大提琴手謝內克魯德#The#Violoncellist#Schneklud#Gauguin148,男子,https://www.ss.net.tw/images/product_images/popup_images/Gauguin148.webp
巴洛克藝術,Dyck102,自畫像 Self Portrait,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Dyck102,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck102.webp
洛可可藝術,Gainsborough043,伍德先生 A Man Called Mr. Wood. the Dancing Master,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#伍德先生#Man#Called#Mr.#Wood.#the#Dancing#Master#Gainsborough043,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough043.webp
洛可可藝術,Greuze042,昂吉維萊爾伯爵 Charles Claude de Flahaut de La Billarderie. Comte d ’Angiviller,格樂茲 Jean Baptiste Greuze,油彩．畫布 Oil on Canvas,#昂吉維萊爾伯爵#Charles#Claude#Flahaut#Billarderie.#Comte#’Angiviller#Greuze042,男子,https://www.ss.net.tw/images/product_images/popup_images/Greuze042.webp
巴洛克藝術,Dyck029,音樂家安瑞科．利貝蒂 The Musician Enric Liberti,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#音樂家安瑞科．利貝蒂#The#Musician#Enric#Liberti#Dyck029,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck029.webp
印象主義,Renoir153,尤金穆勒 Eugene Murer,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#尤金穆勒#Eugene#Murer#Renoir153,男子,https://www.ss.net.tw/images/product_images/popup_images/Renoir153.webp
寫實主義,Eakins021,作家 The Writing Master,埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#The#Writing#Master#Eakins021,男子,https://www.ss.net.tw/images/product_images/popup_images/Eakins021.webp
後期印象主義,Cezanne113,古斯塔夫．熱弗魯瓦畫像 Gustave Geffroy,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#古斯塔夫．熱弗魯瓦畫像#Gustave#Geffroy#Cezanne113,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne113.webp
巴洛克藝術,Rembrandt052,雅各崔伯 Jacob Trip,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#雅各崔伯#Jacob#Trip#Rembrandt052,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt052.webp
巴洛克藝術,Rubens004,穿盔甲的年輕人 Portrait of a Young Man in Armor,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#穿盔甲的年輕人#Portrait#Young#Man#Armor#Rubens004,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens004.webp
洛可可藝術,Gainsborough019,勞夫司可保醫師 Dr Ralph Schomberg,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#勞夫司可保醫師#Ralph#Schomberg#Gainsborough019,男子,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough019.webp
洛可可藝術,Reynolds011,亨利．霍華德肖像 Portrait of Henry Howard,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#亨利．霍華德肖像#Portrait#Henry#Howard#Reynolds011,男子,https://www.ss.net.tw/images/product_images/popup_images/Reynolds011.webp
後期印象主義,ToulouseL042,艾米爾‧貝爾納 Emile Bernard,羅德列克 Henri de Toulouse Lautrec,油彩．畫布 Oil on Canvas,#艾米爾‧貝爾納#Emile#Bernard#ToulouseL042,男子,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL042.webp
巴洛克藝術,Dyck085,喬格彼德肖像 Georg Petel,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#喬格彼德肖像#Georg#Petel#Dyck085,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck085.webp
巴洛克藝術,Hals019,拿手套的男子 Portrait of a Man holding Gloves,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#拿手套的男子#Portrait#Man#holding#Gloves#Hals019,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals019.webp
巴洛克藝術,Rembrandt042,穿毛皮大衣的男人 Man in a Fur-lined Coat,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#穿毛皮大衣的男人#Man#Fur#lined#Coat#Rembrandt042,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt042.webp
巴洛克藝術,Rembrandt061,一個男人肖像 Portrait of a Man,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#一個男人肖像#Portrait#Man#Rembrandt061,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt061.webp
後期印象主義,Gauguin109,獻給卡里爾的自畫像 Self-Portrait Dedicated to Carriere,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#獻給卡里爾的自畫像#Self#Portrait#Dedicated#Carriere#Gauguin109,男子,https://www.ss.net.tw/images/product_images/popup_images/Gauguin109.webp
巴洛克藝術,Rembrandt135,聖巴薩羅繆 St Bartholomew,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#聖巴薩羅繆#Bartholomew#Rembrandt135,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt135.webp
寫實主義,Fantin012,自畫像 Self-Portrait,方汀 Henri Fantin Latour,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Fantin012,男子,https://www.ss.net.tw/images/product_images/popup_images/Fantin012.webp
巴洛克藝術,Rembrandt067,藝術家兒子 The Artist’s Son,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#藝術家兒子#The#Artist’s#Son#Rembrandt067,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt067.webp
巴洛克藝術,Rembrandt047,方濟會修士 A Franciscan Friar,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#方濟會修士#Franciscan#Friar#Rembrandt047,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt047.webp
巴洛克藝術,Rubens185,凱旋的白金漢公爵 Triumph of the Duke of Buckingham,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#凱旋的白金漢公爵#Triumph#the#Duke#Buckingham#Rubens185,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens185.webp
矯飾主義,Tintoretto044,白鬍子的男人肖像 Man with a White Beard,丁托列多 Tintoretto,油彩．畫布 Oil on Canvas,#白鬍子的男人肖像#Man#with#White#Beard#Tintoretto044,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto044.webp
巴洛克藝術,Dyck009,畫家馬爾騰．皮平像 Portrait of the Artist Marten Pepijn,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#畫家馬爾騰．皮平像#Portrait#the#Artist#Marten#Pepijn#Dyck009,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck009.webp
文藝復興北歐,Memling009,拿信的男子肖像 Portrait of an Unknown Man with a Letter,孟陵 Hans Memling,油彩．畫板 Oil on panel,#拿信的男子肖像#Portrait#Unknown#Man#with#Letter#Memling009,男子,https://www.ss.net.tw/images/product_images/popup_images/Memling009.webp
寫實主義,Eakins005,鋼琴家史坦利．阿迪克斯 The Pianist (Stanley Addicks),埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#鋼琴家史坦利．阿迪克斯#The#Pianist#Stanley#Addicks#Eakins005,男子,https://www.ss.net.tw/images/product_images/popup_images/Eakins005.webp
後期印象主義,Cezanne152,阿基里斯．昂珀雷爾 Achille Emperaire,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#阿基里斯．昂珀雷爾#Achille#Emperaire#Cezanne152,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne152.webp
浪漫主義,Goya054,騎馬的鬥牛士 A Picador,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#騎馬的鬥牛士#Picador#Goya054,男子,https://www.ss.net.tw/images/product_images/popup_images/Goya054.webp
巴洛克藝術,Rembrandt098,穿東方服飾的人 Man in Oriental Dress,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．橡木板 Oil on oak panel,#穿東方服飾的人#Man#Oriental#Dress#Rembrandt098,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt098.webp
後期印象主義,Cezanne034,自畫像 Self-Portrait,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Cezanne034,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne034.webp
洛可可藝術,Reynolds043,威廉．福塞特肖像 Sir William Fawcett,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#威廉．福塞特肖像#Sir#William#Fawcett#Reynolds043,男子,https://www.ss.net.tw/images/product_images/popup_images/Reynolds043.webp
印象主義,Whistler007,灰色的佈置：畫家肖像 Arrangement in Grey：Portrait of the Painter,惠斯特 James Abbott McNeill Whistler,油彩．畫布 Oil on Canvas,#灰色的佈置：畫家肖像#Arrangement#Grey：Portrait#the#Painter#Whistler007,男子,https://www.ss.net.tw/images/product_images/popup_images/Whistler007.webp
巴洛克藝術,Rembrandt029,坐在一張桌子的年輕男子 A Young Man Seated at a Table (possibly Govaert Flinck),林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#坐在一張桌子的年輕男子#Young#Man#Seated#Table#possibly#Govaert#Flinck#Rembrandt029,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt029.webp
後期印象主義,Cezanne035,戴鴨咀帽的自畫像 Self-Portrait in a Casquette,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#戴鴨咀帽的自畫像#Self#Portrait#Casquette#Cezanne035,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne035.webp
寫實主義,Sargent035,居家的波齊博士 Dr. Pozzi Comes Home,薩金特 John Singer Sargent,油彩．畫布 Oil on Canvas,#居家的波齊博士#Dr.#Pozzi#Comes#Home#Sargent035,男子,https://www.ss.net.tw/images/product_images/popup_images/Sargent035.webp
寫實主義,Courbet052,扮惡作劇的路易士 Louis Gueymard as Robert le Diable,高爾培 Gustave Courbet,油彩．畫布 Oil on Canvas,#扮惡作劇的路易士#Louis#Gueymard#Robert#Diable#Courbet052,男子,https://www.ss.net.tw/images/product_images/popup_images/Courbet052.webp
矯飾主義,Bronzino012,奧費斯肖像 Portrait of Cosimo I de’ Medici as Orpheus,布隆津諾 Agnolo Bronzino,油彩．畫板 Oil on panel,#奧費斯肖像#Portrait#Cosimo#de’#Medici#Orpheus#Bronzino012,男子,https://www.ss.net.tw/images/product_images/popup_images/Bronzino012.webp
寫實主義,Fantin049,自畫像 Self portrait,方汀 Henri Fantin Latour,油彩．畫布 Oil on Canvas,#自畫像#Self#portrait#Fantin049,男子,https://www.ss.net.tw/images/product_images/popup_images/Fantin049.webp
印象主義,Whistler045,黑色和金色的排列：孔德羅伯特 Arrangement in Black and Gold：Comte Robert de Montesquiou-Fezensac,惠斯特 James Abbott McNeill Whistler,油彩．畫布 Oil on Canvas,#黑色和金色的排列：孔德羅伯特#Arrangement#Black#and#Gold：Comte#Robert#Montesquiou#Fezensac#Whistler045,男子,https://www.ss.net.tw/images/product_images/popup_images/Whistler045.webp
印象主義,Manet091,西班牙歌手 The Spanish Singer,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#西班牙歌手#The#Spanish#Singer#Manet091,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet091.webp
巴洛克藝術,Rembrandt044,穿東方服裝的人 Man in Oriental Costume,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．亞麻布 oil on linen,#穿東方服裝的人#Man#Oriental#Costume#Rembrandt044,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt044.webp
文藝復興北歐,Memling021,托馬索 Tommaso di Folco Portinari; Maria Portinari (Maria Maddalena Baroncelli),孟陵 Hans Memling,油彩．木板 Oil on wood,#托馬索#Tommaso#Folco#Portinari;#Maria#Portinari#Maddalena#Baroncelli#Memling021,男子,https://www.ss.net.tw/images/product_images/popup_images/Memling021.webp
浪漫主義,Goya020,伊格納西奧畫像 Ignacio Garcini y Queralt,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#伊格納西奧畫像#Ignacio#Garcini#Queralt#Goya020,男子,https://www.ss.net.tw/images/product_images/popup_images/Goya020.webp
浪漫主義,Goya023,穿長袍的費爾南多七世國王 King Fernando VII with the Robes of State,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#穿長袍的費爾南多七世國王#King#Fernando#VII#with#the#Robes#State#Goya023,男子,https://www.ss.net.tw/images/product_images/popup_images/Goya023.webp
文藝復興北歐,Holbein024,德里克貝克 Derek Berck,霍爾班 Hans Holbein der Jungere,油彩．畫布 Oil on Canvas,#德里克貝克#Derek#Berck#Holbein024,男子,https://www.ss.net.tw/images/product_images/popup_images/Holbein024.webp
後期印象主義,Cezanne118,自畫像 Self - Portrait,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Cezanne118,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne118.webp
巴洛克藝術,Hals031,保羅華舒亞 Paulus Verschuur,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#保羅華舒亞#Paulus#Verschuur#Hals031,男子,https://www.ss.net.tw/images/product_images/popup_images/Hals031.webp
巴洛克藝術,Rubens060,奧地利大公阿爾維托 Archduke Alberto de Austria,魯本斯 Peter Paul Rubens,油彩．畫布 Oil on Canvas,#奧地利大公阿爾維托#Archduke#Alberto#Austria#Rubens060,男子,https://www.ss.net.tw/images/product_images/popup_images/Rubens060.webp
巴洛克藝術,Rembrandt048,如聖保羅的年長男子 An Elderly Man as Saint Paul,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#如聖保羅的年長男子#Elderly#Man#Saint#Paul#Rembrandt048,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt048.webp
矯飾主義,Tintoretto008,威尼斯艦隊軍官 Sebastiano Venier,丁托列多 Tintoretto,油彩．畫布 Oil on Canvas,#威尼斯艦隊軍官#Sebastiano#Venier#Tintoretto008,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto008.webp
新古典主義,David024,藝術家舅父 Portrait of Jacques-Francois Desmaisons,達維 Jacques Louis David,油彩．畫布 Oil on Canvas,#藝術家舅父#Portrait#Jacques#Francois#Desmaisons#David024,男子,https://www.ss.net.tw/images/product_images/popup_images/David024.webp
巴洛克藝術,Rembrandt058,菲力浦．魯卡茲 Portrait of Philips Lucasz,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．橡木板 Oil on oak panel,#菲力浦．魯卡茲#Portrait#Philips#Lucasz#Rembrandt058,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt058.webp
矯飾主義,Tintoretto030,聖馬可斯 A Procurator of Saint Mark ’s,丁托列多 Tintoretto,油彩．畫布 Oil on Canvas,#聖馬可斯#Procurator#Saint#Mark#Tintoretto030,男子,https://www.ss.net.tw/images/product_images/popup_images/Tintoretto030.webp
寫實主義,Fantin013,自畫像 Self-Portrait,方汀 Henri Fantin Latour,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Fantin013,男子,https://www.ss.net.tw/images/product_images/popup_images/Fantin013.webp
文藝復興北歐,Memling017,男子畫像 Portrait of a Man,孟陵 Hans Memling,油彩．畫板 Oil on panel,#男子畫像#Portrait#Man#Memling017,男子,https://www.ss.net.tw/images/product_images/popup_images/Memling017.webp
寫實主義,Courbet077,查爾斯．瑞士 Charles Suisse,高爾培 Gustave Courbet,油彩．畫布 Oil on Canvas,#查爾斯．瑞士#Charles#Suisse#Courbet077,男子,https://www.ss.net.tw/images/product_images/popup_images/Courbet077.webp
巴洛克藝術,Dyck062,阿格斯帝諾．巴拉維西尼畫像 Portrait of Agostino Pallavicini,戴克 Anthony van Dyck,油彩．畫布 Oil on Canvas,#阿格斯帝諾．巴拉維西尼畫像#Portrait#Agostino#Pallavicini#Dyck062,男子,https://www.ss.net.tw/images/product_images/popup_images/Dyck062.webp
巴洛克藝術,Rembrandt091,用放大鏡的男子 Man with a Magnifying Glass,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#用放大鏡的男子#Man#with#Magnifying#Glass#Rembrandt091,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt091.webp
後期印象主義,Cezanne219,抽煙斗的人 Man with Pipe,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#抽煙斗的人#Man#with#Pipe#Cezanne219,男子,https://www.ss.net.tw/images/product_images/popup_images/Cezanne219.webp
巴洛克藝術,Rembrandt117,旗手 The Standard Bearer,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#The#Standard#Bearer#Rembrandt117,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt117.webp
巴洛克藝術,Rembrandt136,戴黑色貝雷帽的年輕男子 Young Man in a Black Beret,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#戴黑色貝雷帽的年輕男子#Young#Man#Black#Beret#Rembrandt136,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt136.webp
新古典主義,David013,雅克伯斯‧布勞 Portrait of Jacobus Blauw,達維 Jacques Louis David,油彩．畫布 Oil on Canvas,#雅克伯斯‧布勞#Portrait#Jacobus#Blauw#David013,男子,https://www.ss.net.tw/images/product_images/popup_images/David013.webp
